timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1623604964141;1390;Login;200;OK;Sharp Games 1-179;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1390;0;410
1623604965143;1337;Login;200;OK;Sharp Games 1-180;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1337;0;395
1623604966140;1366;Login;200;OK;Sharp Games 1-181;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1365;0;402
1623604967139;1363;Login;200;OK;Sharp Games 1-182;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1354;0;405
1623604968139;1347;Login;200;OK;Sharp Games 1-183;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1345;0;391
1623604969150;846;Login;200;OK;Sharp Games 1-184;text;TRUE;;964;221;1;1;https://sharpauviluck.id/tampan.php;846;0;416
1623604970145;1370;Login;200;OK;Sharp Games 1-185;text;TRUE;;956;221;2;2;https://sharpauviluck.id/tampan.php;1370;0;392
1623604971138;1357;Login;200;OK;Sharp Games 1-186;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1357;0;413
1623604972138;1395;Login;200;OK;Sharp Games 1-187;text;TRUE;;958;221;2;2;https://sharpauviluck.id/tampan.php;1395;0;415
1623604973140;971;Login;200;OK;Sharp Games 1-188;text;TRUE;;958;221;1;1;https://sharpauviluck.id/tampan.php;970;0;461
1623604974154;1626;Login;200;OK;Sharp Games 1-189;text;TRUE;;954;221;2;2;https://sharpauviluck.id/tampan.php;1625;0;425
1623604975140;1391;Login;200;OK;Sharp Games 1-190;text;TRUE;;962;221;2;2;https://sharpauviluck.id/tampan.php;1385;0;417
1623604976138;1354;Login;200;OK;Sharp Games 1-191;text;TRUE;;960;221;2;2;https://sharpauviluck.id/tampan.php;1354;0;417
